"dt"
2015-04-21 13:02:00
2017-01-16 19:31:00
2017-01-12 18:11:00
2016-06-10 08:59:00
2016-06-16 13:19:00
2016-10-09 08:42:00
2016-07-03 14:49:00
2015-01-19 04:03:00
2015-11-29 20:11:00
2015-12-03 15:39:00
2016-05-11 19:06:00
2016-02-19 13:39:00
2016-06-23 09:22:00
2016-04-23 02:03:00
2016-04-11 03:54:00
2016-10-31 18:59:00
2015-08-24 02:08:00
2015-03-27 13:43:00
2015-03-02 01:46:00
2015-11-20 09:43:00
2016-08-27 23:28:00
2015-08-28 08:32:00
2016-11-06 06:07:00
2015-01-24 06:40:00
2017-05-19 15:23:00
2017-02-27 17:32:00
2015-08-07 18:26:00
2016-03-07 09:58:00
2015-03-01 09:34:00
2015-08-30 07:20:00
2015-12-27 16:49:00
2015-04-29 22:11:00
2015-09-20 14:44:00
2016-06-18 04:04:00
2017-05-07 16:54:00
2016-02-21 16:04:00
2016-08-08 02:03:00
2016-08-30 01:00:00
2016-07-26 19:16:00
2015-07-31 17:29:00
2016-07-23 01:37:00
2016-01-25 04:36:00
2016-06-01 16:48:00
2017-04-09 22:05:00
2016-03-16 11:55:00
2016-07-15 22:23:00
2015-11-08 06:54:00
2016-08-22 10:33:00
2015-03-25 14:49:00
2015-06-16 05:35:00
2016-02-03 15:28:00
2015-11-28 04:37:00
2016-07-02 06:18:00
2016-04-13 13:01:00
2016-01-30 17:30:00
2015-03-24 19:25:00
2016-08-26 16:59:00
2016-08-13 08:33:00
2016-03-14 15:53:00
2017-01-17 21:10:00
2017-04-12 09:08:00
2015-12-28 15:23:00
2017-04-08 09:19:00
2017-03-26 08:11:00
2017-01-25 19:14:00
2016-04-28 20:05:00
2015-05-03 08:19:00
2015-12-30 03:38:00
2015-06-11 09:46:00
2015-12-31 16:49:00
2016-11-07 05:47:00
2017-03-28 02:49:00
2017-04-30 08:45:00
2015-08-06 15:16:00
2015-11-10 03:46:00
2016-01-30 15:14:00
2017-03-28 00:23:00
2015-09-07 14:24:00
2016-12-27 05:18:00
2015-05-31 04:40:00
2016-10-12 13:17:00
2015-04-06 09:53:00
2016-02-06 03:14:00
2016-06-20 01:32:00
2017-01-05 22:19:00
2016-07-10 23:34:00
2017-05-17 01:59:00
2016-08-08 14:38:00
2015-08-01 04:35:00
2016-11-21 18:29:00
2015-01-17 12:24:00
2015-01-16 16:19:00
2017-02-15 17:36:00
2015-10-25 02:48:00
2017-01-27 22:23:00
2015-02-25 20:22:00
2015-10-08 23:13:00
2015-07-03 01:56:00
2015-04-20 02:29:00
2016-12-18 10:31:00
2015-06-22 14:23:00
2016-01-28 15:47:00
2017-01-21 08:53:00
2015-02-19 03:26:00
2015-08-04 19:56:00
2017-04-06 15:36:00
2016-04-13 00:34:00
2015-09-07 20:41:00
2016-11-17 03:53:00
2017-05-09 10:59:00
2017-03-26 18:10:00
2016-04-21 14:42:00
2016-07-09 07:51:00
2015-10-19 19:24:00
2015-06-01 12:04:00
2017-05-15 10:55:00
2017-05-13 21:28:00
2016-10-23 14:34:00
2017-05-11 00:31:00
2016-12-28 11:17:00
2015-06-10 06:11:00
2016-10-16 19:32:00
2015-05-11 00:25:00
2016-08-20 05:18:00
2017-04-16 12:55:00
2016-08-14 06:45:00
2015-09-11 22:49:00
2016-05-24 13:03:00
2015-04-29 18:27:00
2016-01-23 02:07:00
2016-10-12 06:07:00
2015-11-14 03:03:00
2015-01-02 15:25:00
2016-05-21 23:18:00
2016-10-27 19:19:00
2015-12-13 19:15:00
2015-05-10 06:57:00
2016-12-19 09:36:00
2015-12-16 10:22:00
2015-12-25 13:57:00
2016-07-08 11:24:00
2016-02-05 12:31:00
2017-02-14 20:20:00
2015-07-16 19:19:00
2016-07-11 03:19:00
2015-08-24 07:59:00
2015-12-10 13:59:00
2015-01-11 05:11:00
2016-12-20 08:55:00
2015-11-11 21:34:00
2015-04-08 15:00:00
2015-12-08 09:51:00
2016-01-29 00:54:00
2017-04-29 23:43:00
2015-04-02 05:28:00
2017-03-31 15:19:00
2016-05-07 13:50:00
2015-11-01 19:29:00
2015-03-26 02:11:00
2016-11-28 09:03:00
2016-12-17 11:37:00
2015-06-21 16:02:00
2016-08-12 16:21:00
2017-04-06 01:52:00
2016-07-30 20:24:00
2015-10-05 01:40:00
2016-04-17 05:03:00
2015-03-14 02:36:00
2016-03-11 02:00:00
2016-12-14 05:41:00
2017-05-01 14:30:00
2016-08-04 13:26:00
2017-05-16 08:53:00
2016-07-15 23:13:00
2016-05-15 20:11:00
2016-08-29 19:52:00
2016-04-23 22:54:00
2016-03-21 13:10:00
2015-05-22 21:37:00
2016-02-18 11:24:00
2016-08-08 00:51:00
2015-02-02 12:30:00
2017-01-14 01:14:00
2015-02-22 23:00:00
2016-12-05 19:38:00
2016-08-04 12:29:00
2015-04-11 06:39:00
2015-05-03 20:00:00
2017-05-09 05:59:00
2015-10-27 04:19:00
2016-02-02 17:21:00
2017-01-06 20:34:00
2016-08-26 23:50:00
2016-05-02 00:37:00
2015-12-23 07:46:00
2017-03-23 02:47:00
2015-07-13 06:45:00
2015-08-25 11:25:00
2016-04-03 03:12:00
2017-03-12 13:06:00
2015-11-27 16:17:00
2015-12-17 22:34:00
2015-09-21 15:55:00
2016-10-01 17:06:00
2017-02-27 22:20:00
2015-12-31 01:31:00
2016-04-04 15:10:00
2017-03-02 11:59:00
2016-05-01 02:54:00
2016-08-11 04:36:00
2017-04-12 06:14:00
2015-09-13 11:10:00
2016-10-27 01:14:00
2016-07-30 11:06:00
2017-01-31 10:57:00
2015-12-06 22:00:00
2016-09-28 09:20:00
2015-11-01 19:14:00
2015-09-28 23:12:00
2015-02-19 01:07:00
2016-11-09 22:15:00
2015-11-15 08:09:00
2016-05-06 23:21:00
2017-03-11 21:06:00
2016-05-31 14:53:00
2015-01-04 22:11:00
2016-05-06 09:53:00
2015-12-15 16:44:00
2016-05-15 18:46:00
2015-12-14 20:43:00
2016-08-25 05:53:00
2015-10-05 01:11:00
2017-05-19 13:30:00
2015-07-16 23:12:00
2016-03-28 00:56:00
2016-06-15 00:33:00
2015-10-23 22:39:00
2015-09-09 23:07:00
2015-11-24 04:12:00
2015-12-05 11:29:00
2015-11-06 00:21:00
2015-05-16 16:38:00
2017-01-14 21:38:00
2017-01-10 11:22:00
2016-04-23 12:00:00
2015-12-02 01:33:00
2016-12-15 03:39:00
2017-04-14 02:32:00
2017-02-13 19:59:00
2016-04-25 05:28:00
2016-03-17 17:21:00
2015-07-15 05:06:00
2016-09-15 16:07:00
2015-02-25 18:44:00
2016-04-05 11:32:00
2015-09-10 22:40:00
2015-02-01 04:10:00
2016-03-06 08:48:00
2015-03-13 05:45:00
2015-09-28 01:18:00
2017-03-24 13:15:00
2016-06-04 08:52:00
2016-06-17 21:02:00
2015-01-18 11:07:00
2016-05-16 20:57:00
2015-06-24 13:35:00
2015-09-01 11:35:00
2016-07-16 19:17:00
2016-01-15 02:01:00
2015-03-29 00:23:00
2015-11-18 14:00:00
2016-11-20 01:11:00
2015-03-19 08:50:00
2016-11-18 21:32:00
2016-10-16 11:26:00
2017-03-22 09:56:00
2015-04-20 09:01:00
2016-08-22 15:50:00
2016-05-16 19:56:00
2015-03-27 08:55:00
2016-04-19 03:12:00
2016-07-28 19:48:00
2015-09-12 16:22:00
2016-02-22 22:58:00
2015-06-10 01:12:00
