"x","y"
0.357209801644902,-1.27155151137206
1.9550112384996,-2.5043112003829
1.91409302483462,-2.6798028353469
1.95840427437031,-2.64332299571653
2.70464544434466,-0.744438681085618
2.01159509359286,-2.5063671676038
0.0298317984084315,-0.231591677200501
0.730578961283355,-2.19102834564835
2.09256384153478,-2.31147625363214
1.61556760774417,-3.06198163860994
2.17898130686051,-2.0181458902395
1.71208893987937,-2.976853564616
0.888233749129509,-2.17872868544853
2.90105185028268,-0.0580777141276507
0.918337296274509,-2.52409123935549
2.63044179428765,-0.679650960997062
0.899196968397311,-2.20012830760614
0.838242202278064,-2.35374833529738
0.586606944248099,-1.85519295766257
0.729559214486808,-1.92191080015339
0.994667362128134,-2.43782264588127
0.95093926977471,-2.30031723991683
0.499657754282474,-1.28241100286849
0.125650882320742,-0.215182895806559
0.687379030632843,-1.95168006422772
2.54657045741839,-1.19906200629415
1.65152755096872,-2.95798789407658
2.87348337485931,-0.0052426090780298
2.61174749184634,-0.906851143676212
0.143791522934096,-0.520733399660866
1.4328536505516,-2.72155453118448
0.833108500164479,-2.20181243320324
0.957155954781736,-2.62584339563945
1.59375153613722,-2.91754177853951
0.568930517531117,-1.49437946892954
2.38657568748545,-1.5962453794905
0.632239356564093,-1.65329247096523
0.813075024958396,-2.17685896751818
3.1169324629653,0.946759502446766
2.53637218119068,-0.996406698643301
1.73834874364846,-2.79431191837284
2.03074463639104,-2.2092576087964
0.97962495232853,-2.58270702864482
1.95350262471121,-2.54015448924366
1.03600356147818,-2.65282030932199
1.5770715731441,-2.84182424954394
2.12715519271198,-2.11866999476716
1.52364491397215,-2.8795649093111
0.766325011986991,-1.92763009203558
2.40476284523642,-1.50195904747143
0.231786329208123,-0.740686193219237
0.972909153319973,-2.61051530799125
2.25337563951165,-2.09708001301565
1.58507773099842,-2.74991917171851
0.480660405435212,-1.53559407223701
1.58315374429665,-2.69544823045374
1.55182400701305,-2.85945247089415
2.35996502037006,-1.4566098728645
0.548678603786192,-1.65818527892735
2.6653033639891,-0.70793706759229
2.71695561324975,-0.584342656547844
0.131498508206404,-0.379844891303761
0.996457129021966,-2.56523314208319
0.0431967078419834,-0.245539359094264
0.750921466961798,-2.2531663583825
2.21951829943468,-1.95585336645704
0.967908225651262,-2.52164318128465
1.59764929630029,-3.05612528389315
0.162252639890861,-0.383904718042656
1.7736484617034,-2.83248310618602
0.381641263564785,-1.05258719419545
2.80492821754755,-0.217324840996
0.0459528791504386,-0.0605674949640688
2.46024750610955,-1.40262361979794
0.282621862757859,-0.930693334882234
1.63108342953757,-2.76619395922364
1.20720940264867,-2.82087048589533
0.220076410951596,-0.656624580678484
1.00733416120259,-2.70801041014961
2.10014022843599,-2.34936215591314
2.91037293084025,0.11860518954168
1.48254811311972,-2.97164051626751
0.448039314521552,-1.30057586313452
1.70987386393256,-2.98845817949779
0.616300845072542,-1.59552533159933
2.82297386357543,-0.378319260353388
1.22364966212576,-2.66777203551746
0.976629357652844,-2.45481374328948
0.502744872039034,-1.564408791112
2.81545088123016,-0.116832575980441
0.522741478052224,-1.4855729104974
2.8287672963923,0.0303796734616364
0.421219072687968,-1.41546280018332
0.413477997052525,-1.09188918054234
0.330770444430978,-0.885326453478004
1.60718722008453,-2.75246713474137
0.943103142499984,-2.3199306837585
0.0839336023200096,-0.169578320545206
0.972786095576981,-2.30854388527269
2.33143766285683,-1.67650897713853
